biological process	anterior/posterior pattern specification	GO:0009952			
C=208;O=10;E=1.75;R=5.72;rawP=1.01e-05;adjP=0.0020					
HOXC5	NA	HOXC5	homeobox C5	3222	ENSG00000172789
					
WNT5B	NA	WNT5B	wingless-type MMTV integration site family, member 5B	81029	ENSG00000111186
					
AXIN1	NA	AXIN1	axin 1	8312	ENSG00000103126
					
HOXC8	NA	HOXC8	homeobox C8	3224	ENSG00000037965
					
HOXC9	NA	HOXC9	homeobox C9	3225	ENSG00000180806
					
LRP5	NA	LRP5	low density lipoprotein receptor-related protein 5	4041	ENSG00000162337
					
HOXC4	NA	HOXC4	homeobox C4	3221	ENSG00000198353
					
WNT3	NA	WNT3	wingless-type MMTV integration site family, member 3	7473	ENSG00000108379
					
WNT16	NA	WNT16	wingless-type MMTV integration site family, member 16	51384	ENSG00000002745
					
HOXC6	NA	HOXC6	homeobox C6	3223	ENSG00000197757
					
					
biological process	regionalization	GO:0003002			
C=309;O=12;E=2.60;R=4.62;rawP=1.13e-05;adjP=0.0020					
HOXC5	NA	HOXC5	homeobox C5	3222	ENSG00000172789
					
WNT5B	NA	WNT5B	wingless-type MMTV integration site family, member 5B	81029	ENSG00000111186
					
AXIN1	NA	AXIN1	axin 1	8312	ENSG00000103126
					
HOXC8	NA	HOXC8	homeobox C8	3224	ENSG00000037965
					
LRP4	NA	LRP4	low density lipoprotein receptor-related protein 4	4038	ENSG00000134569
					
SMARCD3	NA	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	6604	ENSG00000082014
					
HOXC9	NA	HOXC9	homeobox C9	3225	ENSG00000180806
					
LRP5	NA	LRP5	low density lipoprotein receptor-related protein 5	4041	ENSG00000162337
					
HOXC4	NA	HOXC4	homeobox C4	3221	ENSG00000198353
					
WNT3	NA	WNT3	wingless-type MMTV integration site family, member 3	7473	ENSG00000108379
					
WNT16	NA	WNT16	wingless-type MMTV integration site family, member 16	51384	ENSG00000002745
					
HOXC6	NA	HOXC6	homeobox C6	3223	ENSG00000197757
					
					
biological process	canonical Wnt receptor signaling pathway	GO:0060070			
C=181;O=9;E=1.52;R=5.91;rawP=2.18e-05;adjP=0.0030					
PFDN5	NA	PFDN5	prefoldin subunit 5	5204	ENSG00000123349
					
LGR4	NA	LGR4	leucine-rich repeat containing G protein-coupled receptor 4	55366	ENSG00000205213
					
SFRP4	NA	SFRP4	secreted frizzled-related protein 4	6424	ENSG00000106483
					
WNT5B	NA	WNT5B	wingless-type MMTV integration site family, member 5B	81029	ENSG00000111186
					
AXIN1	NA	AXIN1	axin 1	8312	ENSG00000103126
					
LRP4	NA	LRP4	low density lipoprotein receptor-related protein 4	4038	ENSG00000134569
					
LRP5	NA	LRP5	low density lipoprotein receptor-related protein 5	4041	ENSG00000162337
					
WNT3	NA	WNT3	wingless-type MMTV integration site family, member 3	7473	ENSG00000108379
					
WNT16	NA	WNT16	wingless-type MMTV integration site family, member 16	51384	ENSG00000002745
					
					
biological process	dorsal/ventral axis specification	GO:0009950			
C=22;O=4;E=0.18;R=21.63;rawP=3.10e-05;adjP=0.0034					
LRP5	NA	LRP5	low density lipoprotein receptor-related protein 5	4041	ENSG00000162337
					
WNT3	NA	WNT3	wingless-type MMTV integration site family, member 3	7473	ENSG00000108379
					
WNT5B	NA	WNT5B	wingless-type MMTV integration site family, member 5B	81029	ENSG00000111186
					
AXIN1	NA	AXIN1	axin 1	8312	ENSG00000103126
					
					
biological process	embryonic eye morphogenesis	GO:0048048			
C=30;O=4;E=0.25;R=15.86;rawP=0.0001;adjP=0.0078					
LRP5	NA	LRP5	low density lipoprotein receptor-related protein 5	4041	ENSG00000162337
					
WNT16	NA	WNT16	wingless-type MMTV integration site family, member 16	51384	ENSG00000002745
					
AXIN1	NA	AXIN1	axin 1	8312	ENSG00000103126
					
SP1	NA	SP1	Sp1 transcription factor	6667	ENSG00000185591
					
					
biological process	organ morphogenesis	GO:0009887			
C=802;O=18;E=6.74;R=2.67;rawP=0.0001;adjP=0.0078					
BCR	NA	BCR	breakpoint cluster region	613	ENSG00000186716
					
BDNF	NA	BDNF	brain-derived neurotrophic factor	627	ENSG00000176697
					
LGR4	NA	LGR4	leucine-rich repeat containing G protein-coupled receptor 4	55366	ENSG00000205213
					
HOXC8	NA	HOXC8	homeobox C8	3224	ENSG00000037965
					
LRP4	NA	LRP4	low density lipoprotein receptor-related protein 4	4038	ENSG00000134569
					
SMARCD3	NA	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	6604	ENSG00000082014
					
HOXC9	NA	HOXC9	homeobox C9	3225	ENSG00000180806
					
LRP5	NA	LRP5	low density lipoprotein receptor-related protein 5	4041	ENSG00000162337
					
LTBP3	NA	LTBP3	latent transforming growth factor beta binding protein 3	4054	ENSG00000168056
					
AXIN1	NA	AXIN1	axin 1	8312	ENSG00000103126
					
TNFRSF11B	NA	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	4982	ENSG00000164761
					
HOXC4	NA	HOXC4	homeobox C4	3221	ENSG00000198353
					
WNT3	NA	WNT3	wingless-type MMTV integration site family, member 3	7473	ENSG00000108379
					
WNT16	NA	WNT16	wingless-type MMTV integration site family, member 16	51384	ENSG00000002745
					
FGFRL1	NA	FGFRL1	fibroblast growth factor receptor-like 1	53834	ENSG00000127418
					
TIPARP	NA	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase	25976	ENSG00000163659
					
IDUA	NA	IDUA	iduronidase, alpha-L-	3425	ENSG00000127415
					
SP1	NA	SP1	Sp1 transcription factor	6667	ENSG00000185591
					
					
biological process	Wnt receptor signaling pathway	GO:0016055			
C=304;O=10;E=2.56;R=3.91;rawP=0.0002;adjP=0.0136					
PFDN5	NA	PFDN5	prefoldin subunit 5	5204	ENSG00000123349
					
LGR4	NA	LGR4	leucine-rich repeat containing G protein-coupled receptor 4	55366	ENSG00000205213
					
SFRP4	NA	SFRP4	secreted frizzled-related protein 4	6424	ENSG00000106483
					
WNT5B	NA	WNT5B	wingless-type MMTV integration site family, member 5B	81029	ENSG00000111186
					
AXIN1	NA	AXIN1	axin 1	8312	ENSG00000103126
					
LRP4	NA	LRP4	low density lipoprotein receptor-related protein 4	4038	ENSG00000134569
					
LRP5	NA	LRP5	low density lipoprotein receptor-related protein 5	4041	ENSG00000162337
					
HIC1	NA	HIC1	hypermethylated in cancer 1	3090	ENSG00000177374
					
WNT3	NA	WNT3	wingless-type MMTV integration site family, member 3	7473	ENSG00000108379
					
WNT16	NA	WNT16	wingless-type MMTV integration site family, member 16	51384	ENSG00000002745
					
					
biological process	pattern specification process	GO:0007389			
C=432;O=12;E=3.63;R=3.30;rawP=0.0003;adjP=0.0181					
HOXC5	NA	HOXC5	homeobox C5	3222	ENSG00000172789
					
WNT5B	NA	WNT5B	wingless-type MMTV integration site family, member 5B	81029	ENSG00000111186
					
AXIN1	NA	AXIN1	axin 1	8312	ENSG00000103126
					
HOXC8	NA	HOXC8	homeobox C8	3224	ENSG00000037965
					
LRP4	NA	LRP4	low density lipoprotein receptor-related protein 4	4038	ENSG00000134569
					
SMARCD3	NA	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	6604	ENSG00000082014
					
HOXC9	NA	HOXC9	homeobox C9	3225	ENSG00000180806
					
LRP5	NA	LRP5	low density lipoprotein receptor-related protein 5	4041	ENSG00000162337
					
HOXC4	NA	HOXC4	homeobox C4	3221	ENSG00000198353
					
WNT3	NA	WNT3	wingless-type MMTV integration site family, member 3	7473	ENSG00000108379
					
WNT16	NA	WNT16	wingless-type MMTV integration site family, member 16	51384	ENSG00000002745
					
HOXC6	NA	HOXC6	homeobox C6	3223	ENSG00000197757
					
					
biological process	negative regulation of Wnt receptor signaling pathway	GO:0030178			
C=112;O=6;E=0.94;R=6.37;rawP=0.0004;adjP=0.0218					
PFDN5	NA	PFDN5	prefoldin subunit 5	5204	ENSG00000123349
					
HIC1	NA	HIC1	hypermethylated in cancer 1	3090	ENSG00000177374
					
SFRP4	NA	SFRP4	secreted frizzled-related protein 4	6424	ENSG00000106483
					
WNT5B	NA	WNT5B	wingless-type MMTV integration site family, member 5B	81029	ENSG00000111186
					
AXIN1	NA	AXIN1	axin 1	8312	ENSG00000103126
					
LRP4	NA	LRP4	low density lipoprotein receptor-related protein 4	4038	ENSG00000134569
					
					
molecular function	protein binding	GO:0005515			
C=7337;O=78;E=59.05;R=1.32;rawP=0.0004;adjP=0.0368					
DNAJC24	NA	DNAJC24	DnaJ (Hsp40) homolog, subfamily C, member 24	120526	ENSG00000170946
					
LTBP3	NA	LTBP3	latent transforming growth factor beta binding protein 3	4054	ENSG00000168056
					
AMBRA1	NA	AMBRA1	autophagy/beclin-1 regulator 1	55626	ENSG00000110497
					
RIC8A	NA	RIC8A	resistance to inhibitors of cholinesterase 8 homolog A (C. elegans)	60626	ENSG00000177963
					
GNAZ	NA	GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide	2781	ENSG00000128266
					
KANSL1	NA	KANSL1	KAT8 regulatory NSL complex subunit 1	284058	ENSG00000120071
					
SPTBN1	NA	SPTBN1	spectrin, beta, non-erythrocytic 1	6711	ENSG00000115306
					
NPFF	NA	NPFF	neuropeptide FF-amide peptide precursor	8620	ENSG00000139574
					
SRR	NA	SRR	serine racemase	63826	ENSG00000167720
					
TRAM1	NA	TRAM1	translocation associated membrane protein 1	23471	ENSG00000067167
					
PCBP2	NA	PCBP2	poly(rC) binding protein 2	5094	ENSG00000197111
					
BAG5	NA	BAG5	BCL2-associated athanogene 5	9529	ENSG00000166170
					
DDN	NA	DDN	dendrin	23109	ENSG00000181418
					
F2	NA	F2	coagulation factor II (thrombin)	2147	ENSG00000180210
					
CRHR1	NA	CRHR1	corticotropin releasing hormone receptor 1	1394	ENSG00000120088
					
SMG6	NA	SMG6	smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)	23293	ENSG00000070366
					
RNMT	NA	RNMT	RNA (guanine-7-) methyltransferase	8731	ENSG00000101654
					
ASB16	NA	ASB16	ankyrin repeat and SOCS box containing 16	92591	ENSG00000161664
					
PRKAG1	NA	PRKAG1	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	5571	ENSG00000181929
					
LRP5	NA	LRP5	low density lipoprotein receptor-related protein 5	4041	ENSG00000162337
					
MTERFD3	NA	MTERFD3	MTERF domain containing 3	80298	ENSG00000120832
					
SIRT3	NA	SIRT3	sirtuin 3	23410	ENSG00000142082
					
HDAC5	NA	HDAC5	histone deacetylase 5	10014	ENSG00000108840
					
UBTF	NA	UBTF	upstream binding transcription factor, RNA polymerase I	7343	ENSG00000108312
					
MDK	NA	MDK	midkine (neurite growth-promoting factor 2)	4192	ENSG00000110492
					
AXIN1	NA	AXIN1	axin 1	8312	ENSG00000103126
					
SPPL2C	NA	SPPL2C	signal peptide peptidase like 2C	162540	ENSG00000185294
					
XRCC3	NA	XRCC3	X-ray repair complementing defective repair in Chinese hamster cells 3	7517	ENSG00000126215
					
TNFRSF11B	NA	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	4982	ENSG00000164761
					
WNT3	NA	WNT3	wingless-type MMTV integration site family, member 3	7473	ENSG00000108379
					
MAPT	NA	MAPT	microtubule-associated protein tau	4137	ENSG00000186868
					
ZNF408	NA	ZNF408	zinc finger protein 408	79797	ENSG00000175213
					
MEPE	NA	MEPE	matrix extracellular phosphoglycoprotein	56955	ENSG00000152595
					
DGKZ	NA	DGKZ	diacylglycerol kinase, zeta	8525	ENSG00000149091
					
LRP4	NA	LRP4	low density lipoprotein receptor-related protein 4	4038	ENSG00000134569
					
ATF7	NA	ATF7	activating transcription factor 7	11016	ENSG00000170653
					
RIC8B	NA	RIC8B	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)	55188	ENSG00000111785
					
KLC1	NA	KLC1	kinesin light chain 1	3831	ENSG00000256500,ENSG00000126214
					
RPS6KA5	NA	RPS6KA5	ribosomal protein S6 kinase, 90kDa, polypeptide 5	9252	ENSG00000100784
					
CKAP5	NA	CKAP5	cytoskeleton associated protein 5	9793	ENSG00000175216
					
NAA50	NA	NAA50	N(alpha)-acetyltransferase 50, NatE catalytic subunit	80218	ENSG00000121579
					
ARHGAP1	NA	ARHGAP1	Rho GTPase activating protein 1	392	ENSG00000175220
					
ATG13	NA	ATG13	autophagy related 13	9776	ENSG00000175224
					
SP7	NA	SP7	Sp7 transcription factor	121340	ENSG00000170374
					
CKB	NA	CKB	creatine kinase, brain	1152	ENSG00000166165
					
WNT16	NA	WNT16	wingless-type MMTV integration site family, member 16	51384	ENSG00000002745
					
MAP3K12	NA	MAP3K12	mitogen-activated protein kinase kinase kinase 12	7786	ENSG00000139625
					
TNFRSF11A	NA	TNFRSF11A	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	8792	ENSG00000141655
					
SP1	NA	SP1	Sp1 transcription factor	6667	ENSG00000185591
					
BCR	NA	BCR	breakpoint cluster region	613	ENSG00000186716
					
DHH	NA	DHH	desert hedgehog	50846	ENSG00000139549
					
DDB2	NA	DDB2	damage-specific DNA binding protein 2, 48kDa	1643	ENSG00000134574
					
BDNF	NA	BDNF	brain-derived neurotrophic factor	627	ENSG00000176697
					
ERLIN1	NA	ERLIN1	ER lipid raft associated 1	10613	ENSG00000107566
					
KCNMA1	NA	KCNMA1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	3778	ENSG00000156113
					
PACSIN3	NA	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	29763	ENSG00000165912
					
TARBP2	NA	TARBP2	TAR (HIV-1) RNA binding protein 2	6895	ENSG00000139546
					
KIAA2018	NA	KIAA2018	KIAA2018	205717	ENSG00000176542
					
SMARCD3	NA	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	6604	ENSG00000082014
					
HIC1	NA	HIC1	hypermethylated in cancer 1	3090	ENSG00000177374
					
LIN7C	NA	LIN7C	lin-7 homolog C (C. elegans)	55327	ENSG00000148943
					
MARK3	NA	MARK3	MAP/microtubule affinity-regulating kinase 3	4140	ENSG00000075413
					
RERE	NA	RERE	arginine-glutamic acid dipeptide (RE) repeats	473	ENSG00000142599
					
HSP90AB3P	NA	HSP90AB3P	heat shock protein 90kDa alpha (cytosolic), class B member 3, pseudogene	3327	NULL
					
PFDN5	NA	PFDN5	prefoldin subunit 5	5204	ENSG00000123349
					
NSF	NA	NSF	N-ethylmaleimide-sensitive factor	4905	ENSG00000073969
					
SFRP4	NA	SFRP4	secreted frizzled-related protein 4	6424	ENSG00000106483
					
ATXN7L3	NA	ATXN7L3	ataxin 7-like 3	56970	ENSG00000087152
					
WNT5B	NA	WNT5B	wingless-type MMTV integration site family, member 5B	81029	ENSG00000111186
					
SHFM1	NA	SHFM1	split hand/foot malformation (ectrodactyly) type 1	7979	ENSG00000127922
					
FAM3C	NA	FAM3C	family with sequence similarity 3, member C	10447	ENSG00000196937
					
BET1L	NA	BET1L	blocked early in transport 1 homolog (S. cerevisiae)-like	51272	ENSG00000177951
					
HOXC4	NA	HOXC4	homeobox C4	3221	ENSG00000198353
					
PPP6R3	NA	PPP6R3	protein phosphatase 6, regulatory subunit 3	55291	ENSG00000110075
					
FGFRL1	NA	FGFRL1	fibroblast growth factor receptor-like 1	53834	ENSG00000127418
					
ESPL1	NA	ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)	9700	ENSG00000135476
					
ARHGAP27	NA	ARHGAP27	Rho GTPase activating protein 27	201176	ENSG00000159314
					
SSSCA1	NA	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1	10534	ENSG00000173465
					
					
molecular function	binding	GO:0005488			
C=11955;O=109;E=96.21;R=1.13;rawP=0.0021;adjP=0.0966					
ATP6V1A	NA	ATP6V1A	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	523	ENSG00000114573
					
HOXC8	NA	HOXC8	homeobox C8	3224	ENSG00000037965
					
DNAJC24	NA	DNAJC24	DnaJ (Hsp40) homolog, subfamily C, member 24	120526	ENSG00000170946
					
ZFYVE21	NA	ZFYVE21	zinc finger, FYVE domain containing 21	79038	ENSG00000100711
					
LACTB2	NA	LACTB2	lactamase, beta 2	51110	ENSG00000147592
					
COLEC10	NA	COLEC10	collectin sub-family member 10 (C-type lectin)	10584	ENSG00000184374
					
LTBP3	NA	LTBP3	latent transforming growth factor beta binding protein 3	4054	ENSG00000168056
					
AMBRA1	NA	AMBRA1	autophagy/beclin-1 regulator 1	55626	ENSG00000110497
					
RIC8A	NA	RIC8A	resistance to inhibitors of cholinesterase 8 homolog A (C. elegans)	60626	ENSG00000177963
					
CLCN7	NA	CLCN7	chloride channel, voltage-sensitive 7	1186	ENSG00000103249
					
ATP5G2	NA	ATP5G2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)	517	ENSG00000135390
					
GNAZ	NA	GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide	2781	ENSG00000128266
					
KANSL1	NA	KANSL1	KAT8 regulatory NSL complex subunit 1	284058	ENSG00000120071
					
NLRP6	NA	NLRP6	NLR family, pyrin domain containing 6	171389	ENSG00000174885
					
SPTBN1	NA	SPTBN1	spectrin, beta, non-erythrocytic 1	6711	ENSG00000115306
					
NPFF	NA	NPFF	neuropeptide FF-amide peptide precursor	8620	ENSG00000139574
					
SRR	NA	SRR	serine racemase	63826	ENSG00000167720
					
GPATCH1	NA	GPATCH1	G patch domain containing 1	55094	ENSG00000076650
					
HARBI1	NA	HARBI1	harbinger transposase derived 1	283254	ENSG00000180423
					
TIPARP	NA	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase	25976	ENSG00000163659
					
TRAM1	NA	TRAM1	translocation associated membrane protein 1	23471	ENSG00000067167
					
PCBP2	NA	PCBP2	poly(rC) binding protein 2	5094	ENSG00000197111
					
BAG5	NA	BAG5	BCL2-associated athanogene 5	9529	ENSG00000166170
					
DDN	NA	DDN	dendrin	23109	ENSG00000181418
					
F2	NA	F2	coagulation factor II (thrombin)	2147	ENSG00000180210
					
CRHR1	NA	CRHR1	corticotropin releasing hormone receptor 1	1394	ENSG00000120088
					
SMG6	NA	SMG6	smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)	23293	ENSG00000070366
					
RNMT	NA	RNMT	RNA (guanine-7-) methyltransferase	8731	ENSG00000101654
					
ASB16	NA	ASB16	ankyrin repeat and SOCS box containing 16	92591	ENSG00000161664
					
HOXC9	NA	HOXC9	homeobox C9	3225	ENSG00000180806
					
PRKAG1	NA	PRKAG1	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	5571	ENSG00000181929
					
LRP5	NA	LRP5	low density lipoprotein receptor-related protein 5	4041	ENSG00000162337
					
MTERFD3	NA	MTERFD3	MTERF domain containing 3	80298	ENSG00000120832
					
SIRT3	NA	SIRT3	sirtuin 3	23410	ENSG00000142082
					
HDAC5	NA	HDAC5	histone deacetylase 5	10014	ENSG00000108840
					
MDK	NA	MDK	midkine (neurite growth-promoting factor 2)	4192	ENSG00000110492
					
UBTF	NA	UBTF	upstream binding transcription factor, RNA polymerase I	7343	ENSG00000108312
					
AXIN1	NA	AXIN1	axin 1	8312	ENSG00000103126
					
SPPL2C	NA	SPPL2C	signal peptide peptidase like 2C	162540	ENSG00000185294
					
TNFRSF11B	NA	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	4982	ENSG00000164761
					
XRCC3	NA	XRCC3	X-ray repair complementing defective repair in Chinese hamster cells 3	7517	ENSG00000126215
					
WNT3	NA	WNT3	wingless-type MMTV integration site family, member 3	7473	ENSG00000108379
					
CPN1	NA	CPN1	carboxypeptidase N, polypeptide 1	1369	ENSG00000120054
					
MAPT	NA	MAPT	microtubule-associated protein tau	4137	ENSG00000186868
					
RHEBL1	NA	RHEBL1	Ras homolog enriched in brain like 1	121268	ENSG00000167550
					
ZNF408	NA	ZNF408	zinc finger protein 408	79797	ENSG00000175213
					
MEPE	NA	MEPE	matrix extracellular phosphoglycoprotein	56955	ENSG00000152595
					
DGKZ	NA	DGKZ	diacylglycerol kinase, zeta	8525	ENSG00000149091
					
LRP4	NA	LRP4	low density lipoprotein receptor-related protein 4	4038	ENSG00000134569
					
ATF7	NA	ATF7	activating transcription factor 7	11016	ENSG00000170653
					
SCYL1	NA	SCYL1	SCY1-like 1 (S. cerevisiae)	57410	ENSG00000142186
					
RIC8B	NA	RIC8B	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)	55188	ENSG00000111785
					
RAB36	NA	RAB36	RAB36, member RAS oncogene family	9609	ENSG00000100228
					
KLC1	NA	KLC1	kinesin light chain 1	3831	ENSG00000256500,ENSG00000126214
					
RPS6KA5	NA	RPS6KA5	ribosomal protein S6 kinase, 90kDa, polypeptide 5	9252	ENSG00000100784
					
PDXDC1	NA	PDXDC1	pyridoxal-dependent decarboxylase domain containing 1	23042	ENSG00000179889
					
HOXC6	NA	HOXC6	homeobox C6	3223	ENSG00000197757
					
ARFGAP2	NA	ARFGAP2	ADP-ribosylation factor GTPase activating protein 2	84364	ENSG00000149182
					
CKAP5	NA	CKAP5	cytoskeleton associated protein 5	9793	ENSG00000175216
					
NAA50	NA	NAA50	N(alpha)-acetyltransferase 50, NatE catalytic subunit	80218	ENSG00000121579
					
FUBP3	NA	FUBP3	far upstream element (FUSE) binding protein 3	8939	ENSG00000107164
					
CSRNP3	NA	CSRNP3	cysteine-serine-rich nuclear protein 3	80034	ENSG00000178662
					
ARHGAP1	NA	ARHGAP1	Rho GTPase activating protein 1	392	ENSG00000175220
					
ATG13	NA	ATG13	autophagy related 13	9776	ENSG00000175224
					
SP7	NA	SP7	Sp7 transcription factor	121340	ENSG00000170374
					
WNT16	NA	WNT16	wingless-type MMTV integration site family, member 16	51384	ENSG00000002745
					
CKB	NA	CKB	creatine kinase, brain	1152	ENSG00000166165
					
MAP3K12	NA	MAP3K12	mitogen-activated protein kinase kinase kinase 12	7786	ENSG00000139625
					
IDUA	NA	IDUA	iduronidase, alpha-L-	3425	ENSG00000127415
					
TNFRSF11A	NA	TNFRSF11A	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	8792	ENSG00000141655
					
SP1	NA	SP1	Sp1 transcription factor	6667	ENSG00000185591
					
DHH	NA	DHH	desert hedgehog	50846	ENSG00000139549
					
BCR	NA	BCR	breakpoint cluster region	613	ENSG00000186716
					
NME8	NA	NME8	NME/NM23 family member 8	51314	ENSG00000086288
					
BDNF	NA	BDNF	brain-derived neurotrophic factor	627	ENSG00000176697
					
DDB2	NA	DDB2	damage-specific DNA binding protein 2, 48kDa	1643	ENSG00000134574
					
ERLIN1	NA	ERLIN1	ER lipid raft associated 1	10613	ENSG00000107566
					
ARL17B	NA	ARL17B	ADP-ribosylation factor-like 17B	100506084	ENSG00000228696
					
KCNMA1	NA	KCNMA1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	3778	ENSG00000156113
					
ABCF2	NA	ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2	10061	ENSG00000033050
					
KIAA2018	NA	KIAA2018	KIAA2018	205717	ENSG00000176542
					
TARBP2	NA	TARBP2	TAR (HIV-1) RNA binding protein 2	6895	ENSG00000139546
					
PACSIN3	NA	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	29763	ENSG00000165912
					
AMHR2	NA	AMHR2	anti-Mullerian hormone receptor, type II	269	ENSG00000135409
					
SMARCD3	NA	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	6604	ENSG00000082014
					
HIC1	NA	HIC1	hypermethylated in cancer 1	3090	ENSG00000177374
					
PKDCC	NA	PKDCC	protein kinase domain containing, cytoplasmic homolog (mouse)	91461	ENSG00000162878
					
LIN7C	NA	LIN7C	lin-7 homolog C (C. elegans)	55327	ENSG00000148943
					
MARK3	NA	MARK3	MAP/microtubule affinity-regulating kinase 3	4140	ENSG00000075413
					
RERE	NA	RERE	arginine-glutamic acid dipeptide (RE) repeats	473	ENSG00000142599
					
GALNT3	NA	GALNT3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)	2591	ENSG00000115339
					
HSP90AB3P	NA	HSP90AB3P	heat shock protein 90kDa alpha (cytosolic), class B member 3, pseudogene	3327	NULL
					
PFDN5	NA	PFDN5	prefoldin subunit 5	5204	ENSG00000123349
					
HOXC5	NA	HOXC5	homeobox C5	3222	ENSG00000172789
					
NSF	NA	NSF	N-ethylmaleimide-sensitive factor	4905	ENSG00000073969
					
SFRP4	NA	SFRP4	secreted frizzled-related protein 4	6424	ENSG00000106483
					
ATXN7L3	NA	ATXN7L3	ataxin 7-like 3	56970	ENSG00000087152
					
WNT5B	NA	WNT5B	wingless-type MMTV integration site family, member 5B	81029	ENSG00000111186
					
SHFM1	NA	SHFM1	split hand/foot malformation (ectrodactyly) type 1	7979	ENSG00000127922
					
FAM3C	NA	FAM3C	family with sequence similarity 3, member C	10447	ENSG00000196937
					
PLEKHM1	NA	PLEKHM1	pleckstrin homology domain containing, family M (with RUN domain) member 1	9842	ENSG00000225190
					
BET1L	NA	BET1L	blocked early in transport 1 homolog (S. cerevisiae)-like	51272	ENSG00000177951
					
HOXC4	NA	HOXC4	homeobox C4	3221	ENSG00000198353
					
CBR3	NA	CBR3	carbonyl reductase 3	874	ENSG00000159231
					
PPP6R3	NA	PPP6R3	protein phosphatase 6, regulatory subunit 3	55291	ENSG00000110075
					
FGFRL1	NA	FGFRL1	fibroblast growth factor receptor-like 1	53834	ENSG00000127418
					
