symbol	name	entrez_id	ensemble_id	go_class	go_name	go_id	adjP
HLA-DQB2	major histocompatibility complex, class II, DQ beta 2	3120	ENSG00000232629	cellular component	trans-Golgi network membrane	GO:0032588	0.0005
AP1G1	adaptor-related protein complex 1, gamma 1 subunit	164	ENSG00000166747	cellular component	trans-Golgi network membrane	GO:0032588	0.0005
HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	3119	ENSG00000179344	cellular component	trans-Golgi network membrane	GO:0032588	0.0005
HLA-DRB5	major histocompatibility complex, class II, DR beta 5	3127	ENSG00000198502	cellular component	trans-Golgi network membrane	GO:0032588	0.0005
HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	3118	ENSG00000237541	cellular component	trans-Golgi network membrane	GO:0032588	0.0005
HLA-DRA	major histocompatibility complex, class II, DR alpha	3122	ENSG00000204287	cellular component	trans-Golgi network membrane	GO:0032588	0.0005
HLA-DRB1	major histocompatibility complex, class II, DR beta 1	3123	ENSG00000196126	cellular component	trans-Golgi network membrane	GO:0032588	0.0005
HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117	ENSG00000196735	cellular component	trans-Golgi network membrane	GO:0032588	0.0005
CLTCL1	clathrin, heavy chain-like 1	8218	ENSG00000070371	cellular component	transport vesicle membrane	GO:0030658	0.0006
HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117	ENSG00000196735	cellular component	transport vesicle membrane	GO:0030658	0.0006
HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	3119	ENSG00000179344	cellular component	transport vesicle membrane	GO:0030658	0.0006
HLA-E	major histocompatibility complex, class I, E	3133	ENSG00000204592	cellular component	transport vesicle membrane	GO:0030658	0.0006
HLA-DQB2	major histocompatibility complex, class II, DQ beta 2	3120	ENSG00000232629	cellular component	transport vesicle membrane	GO:0030658	0.0006
HLA-C	major histocompatibility complex, class I, C	3107	ENSG00000204525	cellular component	transport vesicle membrane	GO:0030658	0.0006
SYNRG	synergin, gamma	11276	ENSG00000006114	cellular component	transport vesicle membrane	GO:0030658	0.0006
HLA-DRB1	major histocompatibility complex, class II, DR beta 1	3123	ENSG00000196126	cellular component	clathrin-coated endocytic vesicle membrane	GO:0030669	0.0006
HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	3118	ENSG00000237541	cellular component	transport vesicle membrane	GO:0030658	0.0006
HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	3118	ENSG00000237541	cellular component	clathrin-coated endocytic vesicle membrane	GO:0030669	0.0006
HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117	ENSG00000196735	cellular component	clathrin-coated endocytic vesicle membrane	GO:0030669	0.0006
HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	3119	ENSG00000179344	cellular component	clathrin-coated endocytic vesicle membrane	GO:0030669	0.0006
HLA-DQB2	major histocompatibility complex, class II, DQ beta 2	3120	ENSG00000232629	cellular component	clathrin-coated endocytic vesicle membrane	GO:0030669	0.0006
APOB	apolipoprotein B (including Ag(x) antigen)	338	ENSG00000084674	cellular component	clathrin-coated endocytic vesicle membrane	GO:0030669	0.0006
HLA-DRB5	major histocompatibility complex, class II, DR beta 5	3127	ENSG00000198502	cellular component	clathrin-coated endocytic vesicle membrane	GO:0030669	0.0006
HLA-DRB5	major histocompatibility complex, class II, DR beta 5	3127	ENSG00000198502	cellular component	transport vesicle membrane	GO:0030658	0.0006
HLA-B	major histocompatibility complex, class I, B	3106	ENSG00000234745	cellular component	transport vesicle membrane	GO:0030658	0.0006
HLA-DRA	major histocompatibility complex, class II, DR alpha	3122	ENSG00000204287	cellular component	clathrin-coated endocytic vesicle membrane	GO:0030669	0.0006
HLA-DRB1	major histocompatibility complex, class II, DR beta 1	3123	ENSG00000196126	cellular component	transport vesicle membrane	GO:0030658	0.0006
HLA-DRA	major histocompatibility complex, class II, DR alpha	3122	ENSG00000204287	cellular component	transport vesicle membrane	GO:0030658	0.0006
HLA-DRA	major histocompatibility complex, class II, DR alpha	3122	ENSG00000204287	cellular component	lysosomal membrane	GO:0005765	0.0006
HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	3118	ENSG00000237541	cellular component	lysosomal membrane	GO:0005765	0.0006
IGF2R	insulin-like growth factor 2 receptor	3482	ENSG00000197081	cellular component	lysosomal membrane	GO:0005765	0.0006
HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117	ENSG00000196735	cellular component	lysosomal membrane	GO:0005765	0.0006
TPCN2	two pore segment channel 2	219931	ENSG00000162341	cellular component	lysosomal membrane	GO:0005765	0.0006
VAMP8	vesicle-associated membrane protein 8 (endobrevin)	8673	ENSG00000118640	cellular component	lysosomal membrane	GO:0005765	0.0006
HLA-DMB	major histocompatibility complex, class II, DM beta	3109	ENSG00000242574	cellular component	lysosomal membrane	GO:0005765	0.0006
NEU1	sialidase 1 (lysosomal sialidase)	4758	ENSG00000204386	cellular component	lysosomal membrane	GO:0005765	0.0006
AP1G1	adaptor-related protein complex 1, gamma 1 subunit	164	ENSG00000166747	cellular component	lysosomal membrane	GO:0005765	0.0006
HLA-DMA	major histocompatibility complex, class II, DM alpha	3108	ENSG00000204257	cellular component	lysosomal membrane	GO:0005765	0.0006
HLA-DRB1	major histocompatibility complex, class II, DR beta 1	3123	ENSG00000196126	cellular component	lysosomal membrane	GO:0005765	0.0006
TECPR1	tectonin beta-propeller repeat containing 1	25851	ENSG00000205356	cellular component	lysosomal membrane	GO:0005765	0.0006
HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	3119	ENSG00000179344	cellular component	lysosomal membrane	GO:0005765	0.0006
HLA-DQB2	major histocompatibility complex, class II, DQ beta 2	3120	ENSG00000232629	cellular component	lysosomal membrane	GO:0005765	0.0006
MARCH8	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase	220972	ENSG00000165406	cellular component	lysosomal membrane	GO:0005765	0.0006
HLA-DOB	major histocompatibility complex, class II, DO beta	3112	ENSG00000241106	cellular component	lysosomal membrane	GO:0005765	0.0006
HLA-DRB5	major histocompatibility complex, class II, DR beta 5	3127	ENSG00000198502	cellular component	lysosomal membrane	GO:0005765	0.0006
NOTCH4	notch 4	4855	ENSG00000204301	biological process	immune system process	GO:0002376	0.0012
TREML2	triggering receptor expressed on myeloid cells-like 2	79865	ENSG00000112195	biological process	immune system process	GO:0002376	0.0012
HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117	ENSG00000196735	biological process	immune system process	GO:0002376	0.0012
LILRB4	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4	11006	ENSG00000186818	biological process	immune system process	GO:0002376	0.0012
TNF	tumor necrosis factor	7124	ENSG00000232810	biological process	immune system process	GO:0002376	0.0012
HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	3118	ENSG00000237541	biological process	immune system process	GO:0002376	0.0012
TREML1	triggering receptor expressed on myeloid cells-like 1	340205	ENSG00000161911	biological process	immune system process	GO:0002376	0.0012
C4B	complement component 4B (Chido blood group)	721	ENSG00000224389	biological process	immune system process	GO:0002376	0.0012
KIR2DL1	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	3802	ENSG00000125498	biological process	immune system process	GO:0002376	0.0012
PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	5473	ENSG00000163736	biological process	immune system process	GO:0002376	0.0012
ADAM17	ADAM metallopeptidase domain 17	6868	ENSG00000151694	biological process	immune system process	GO:0002376	0.0012
IL6R	interleukin 6 receptor	3570	ENSG00000160712	biological process	immune system process	GO:0002376	0.0012
HLA-B	major histocompatibility complex, class I, B	3106	ENSG00000234745	biological process	immune system process	GO:0002376	0.0012
HSPA1B	heat shock 70kDa protein 1B	3304	ENSG00000204388	biological process	immune system process	GO:0002376	0.0012
TFEB	transcription factor EB	7942	ENSG00000112561	biological process	immune system process	GO:0002376	0.0012
MICA	MHC class I polypeptide-related sequence A	100507436	ENSG00000204520	biological process	immune system process	GO:0002376	0.0012
LILRA1	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1	11024	ENSG00000104974	biological process	immune system process	GO:0002376	0.0012
GP6	glycoprotein VI (platelet)	51206	ENSG00000088053	biological process	immune system process	GO:0002376	0.0012
ATP1B3	ATPase, Na+/K+ transporting, beta 3 polypeptide	483	ENSG00000069849	biological process	immune system process	GO:0002376	0.0012
CFB	complement factor B	629	ENSG00000243649	biological process	immune system process	GO:0002376	0.0012
KIR3DL2	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	3812	ENSG00000240403	biological process	immune system process	GO:0002376	0.0012
HLA-DOB	major histocompatibility complex, class II, DO beta	3112	ENSG00000241106	biological process	immune system process	GO:0002376	0.0012
NFKBIL1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1	4795	ENSG00000204498	biological process	immune system process	GO:0002376	0.0012
CDKN2A	cyclin-dependent kinase inhibitor 2A	1029	ENSG00000147889	biological process	immune system process	GO:0002376	0.0012
PF4	platelet factor 4	5196	ENSG00000163737	biological process	immune system process	GO:0002376	0.0012
CTSK	cathepsin K	1513	ENSG00000143387	biological process	immune system process	GO:0002376	0.0012
AP1G1	adaptor-related protein complex 1, gamma 1 subunit	164	ENSG00000166747	biological process	immune system process	GO:0002376	0.0012
HLA-DRA	major histocompatibility complex, class II, DR alpha	3122	ENSG00000204287	biological process	antigen processing and presentation of exogenous peptide antigen	GO:0002478	0.0012
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	4609	ENSG00000136997	biological process	immune system process	GO:0002376	0.0012
HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	3119	ENSG00000179344	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
PSMC6	proteasome (prosome, macropain) 26S subunit, ATPase, 6	5706	ENSG00000100519	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
PSMB8	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)	5696	ENSG00000204264	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
CTSS	cathepsin S	1520	ENSG00000163131	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
HLA-B	major histocompatibility complex, class I, B	3106	ENSG00000234745	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
HLA-DMA	major histocompatibility complex, class II, DM alpha	3108	ENSG00000204257	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
MARCH8	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase	220972	ENSG00000165406	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
HLA-DRB1	major histocompatibility complex, class II, DR beta 1	3123	ENSG00000196126	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	5698	ENSG00000240065	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
HLA-DMB	major histocompatibility complex, class II, DM beta	3109	ENSG00000242574	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	6890	ENSG00000168394	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
HLA-E	major histocompatibility complex, class I, E	3133	ENSG00000204592	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117	ENSG00000196735	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	3118	ENSG00000237541	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
HLA-DRA	major histocompatibility complex, class II, DR alpha	3122	ENSG00000204287	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
HLA-DRB5	major histocompatibility complex, class II, DR beta 5	3127	ENSG00000198502	biological process	antigen processing and presentation	GO:0019882	0.0012
HLA-DOB	major histocompatibility complex, class II, DO beta	3112	ENSG00000241106	biological process	antigen processing and presentation	GO:0019882	0.0012
HLA-DQB2	major histocompatibility complex, class II, DQ beta 2	3120	ENSG00000232629	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
AP1G1	adaptor-related protein complex 1, gamma 1 subunit	164	ENSG00000166747	biological process	antigen processing and presentation	GO:0019882	0.0012
PSMD8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	5714	ENSG00000099341	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
HLA-C	major histocompatibility complex, class I, C	3107	ENSG00000204525	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
PSMC6	proteasome (prosome, macropain) 26S subunit, ATPase, 6	5706	ENSG00000100519	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	3119	ENSG00000179344	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
PSMB8	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)	5696	ENSG00000204264	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
CTSS	cathepsin S	1520	ENSG00000163131	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
HLA-B	major histocompatibility complex, class I, B	3106	ENSG00000234745	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
HLA-DMA	major histocompatibility complex, class II, DM alpha	3108	ENSG00000204257	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
HLA-DRB1	major histocompatibility complex, class II, DR beta 1	3123	ENSG00000196126	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	5698	ENSG00000240065	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
HLA-DMB	major histocompatibility complex, class II, DM beta	3109	ENSG00000242574	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	6890	ENSG00000168394	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
HLA-E	major histocompatibility complex, class I, E	3133	ENSG00000204592	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117	ENSG00000196735	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	3118	ENSG00000237541	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
HLA-DRA	major histocompatibility complex, class II, DR alpha	3122	ENSG00000204287	biological process	antigen processing and presentation of exogenous antigen	GO:0019884	0.0012
HLA-DRB5	major histocompatibility complex, class II, DR beta 5	3127	ENSG00000198502	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
HLA-DOB	major histocompatibility complex, class II, DO beta	3112	ENSG00000241106	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
AP1G1	adaptor-related protein complex 1, gamma 1 subunit	164	ENSG00000166747	biological process	antigen processing and presentation of peptide antigen	GO:0048002	0.0012
