"go_id"	"go_name"	"link"	"count"	"observed"	"expected"	"R"	"pval"	"adjP"	"overlapGene"	"symbol"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"5894"	"KCNJ11"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"5991"	"MC4R"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"6659"	"MTNR1B"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"6833"	"RAF1"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"6928"	"RFX3"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"6934"	"SOX4"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"8622"	"ABCC8"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"10815"	"HNF1B"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"23409"	"TCF7L2"
"GO:0030073"	"insulin secretion"	"http://amigo.geneontology.org/amigo/term/GO:0030073"	197	18	5.27094353549022	3.41494836338176	6.00634882552686e-06	0.0270856300287134	"169026"	"PDE8B"
