symbol	name	entrez_id	ensemble_id	go_class	go_name	go_id	adjP
HCFC1	host cell factor C1 (VP16-accessory protein)	3054	ENSG00000172534	biological process	positive regulation of gene expression	GO:0010628	0.0025
CAND2	cullin-associated and neddylation-dissociated 2 (putative)	23066	ENSG00000144712	biological process	positive regulation of gene expression	GO:0010628	0.0025
SPRY2	sprouty homolog 2 (Drosophila)	10253	ENSG00000136158	biological process	positive regulation of gene expression	GO:0010628	0.0025
CTSH	cathepsin H	1512	ENSG00000103811	biological process	positive regulation of gene expression	GO:0010628	0.0025
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	4094	ENSG00000178573	biological process	positive regulation of gene expression	GO:0010628	0.0025
ETV1	ets variant 1	2115	ENSG00000006468	biological process	positive regulation of gene expression	GO:0010628	0.0025
ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2	2068	ENSG00000104884	biological process	positive regulation of gene expression	GO:0010628	0.0025
MESP1	mesoderm posterior 1 homolog (mouse)	55897	ENSG00000166823	biological process	positive regulation of gene expression	GO:0010628	0.0025
CDKN2B	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	1030	ENSG00000147883	biological process	positive regulation of gene expression	GO:0010628	0.0025
BCLAF1	BCL2-associated transcription factor 1	9774	ENSG00000029363	biological process	positive regulation of gene expression	GO:0010628	0.0025
GLIS3	GLIS family zinc finger 3	169792	ENSG00000107249	biological process	positive regulation of gene expression	GO:0010628	0.0025
KCNJ11	potassium inwardly-rectifying channel, subfamily J, member 11	3767	ENSG00000187486	biological process	peptide secretion	GO:0002790	0.0025
CPLX1	complexin 1	10815	ENSG00000168993	biological process	hormone secretion	GO:0046879	0.0025
RFX3	regulatory factor X, 3 (influences HLA class II expression)	5991	ENSG00000080298	biological process	hormone secretion	GO:0046879	0.0025
HNF1A	HNF1 homeobox A	6927	ENSG00000135100	biological process	hormone secretion	GO:0046879	0.0025
IRS1	insulin receptor substrate 1	3667	ENSG00000169047	biological process	hormone secretion	GO:0046879	0.0025
ABCC8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	6833	ENSG00000006071	biological process	hormone secretion	GO:0046879	0.0025
PDE8B	phosphodiesterase 8B	8622	ENSG00000113231	biological process	hormone secretion	GO:0046879	0.0025
TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	6934	ENSG00000148737	biological process	hormone secretion	GO:0046879	0.0025
SLC30A8	solute carrier family 30 (zinc transporter), member 8	169026	ENSG00000164756	biological process	hormone secretion	GO:0046879	0.0025
HNF1B	HNF1 homeobox B	6928	ENSG00000108753	biological process	hormone secretion	GO:0046879	0.0025
MC4R	melanocortin 4 receptor	4160	ENSG00000166603	biological process	hormone secretion	GO:0046879	0.0025
KCNQ1	potassium voltage-gated channel, KQT-like subfamily, member 1	3784	ENSG00000053918	biological process	hormone secretion	GO:0046879	0.0025
SIRT4	sirtuin 4	23409	ENSG00000089163	biological process	hormone secretion	GO:0046879	0.0025
GLP1R	glucagon-like peptide 1 receptor	2740	ENSG00000112164	biological process	hormone secretion	GO:0046879	0.0025
MTNR1B	melatonin receptor 1B	4544	ENSG00000134640	biological process	hormone secretion	GO:0046879	0.0025
HMGA2	high mobility group AT-hook 2	8091	ENSG00000149948	biological process	hormone secretion	GO:0046879	0.0025
HNF4A	hepatocyte nuclear factor 4, alpha	3172	ENSG00000101076	biological process	hormone transport	GO:0009914	0.0025
SOX4	SRY (sex determining region Y)-box 4	6659	ENSG00000124766	biological process	hormone secretion	GO:0046879	0.0025
KCNJ11	potassium inwardly-rectifying channel, subfamily J, member 11	3767	ENSG00000187486	biological process	hormone secretion	GO:0046879	0.0025
FST	follistatin	10468	ENSG00000134363	biological process	hormone secretion	GO:0046879	0.0025
ADIPOQ	adiponectin, C1Q and collagen domain containing	9370	ENSG00000181092	biological process	hormone secretion	GO:0046879	0.0025
SLC30A8	solute carrier family 30 (zinc transporter), member 8	169026	ENSG00000164756	biological process	peptide secretion	GO:0002790	0.0025
CPLX1	complexin 1	10815	ENSG00000168993	biological process	peptide secretion	GO:0002790	0.0025
RFX3	regulatory factor X, 3 (influences HLA class II expression)	5991	ENSG00000080298	biological process	peptide secretion	GO:0002790	0.0025
HNF1A	HNF1 homeobox A	6927	ENSG00000135100	biological process	peptide secretion	GO:0002790	0.0025
ABCC8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	6833	ENSG00000006071	biological process	peptide secretion	GO:0002790	0.0025
IRS1	insulin receptor substrate 1	3667	ENSG00000169047	biological process	peptide secretion	GO:0002790	0.0025
PDE8B	phosphodiesterase 8B	8622	ENSG00000113231	biological process	peptide secretion	GO:0002790	0.0025
TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	6934	ENSG00000148737	biological process	peptide secretion	GO:0002790	0.0025
HNF1B	HNF1 homeobox B	6928	ENSG00000108753	biological process	peptide secretion	GO:0002790	0.0025
SOX4	SRY (sex determining region Y)-box 4	6659	ENSG00000124766	biological process	peptide secretion	GO:0002790	0.0025
MC4R	melanocortin 4 receptor	4160	ENSG00000166603	biological process	peptide secretion	GO:0002790	0.0025
KCNQ1	potassium voltage-gated channel, KQT-like subfamily, member 1	3784	ENSG00000053918	biological process	peptide secretion	GO:0002790	0.0025
SIRT4	sirtuin 4	23409	ENSG00000089163	biological process	peptide secretion	GO:0002790	0.0025
GLP1R	glucagon-like peptide 1 receptor	2740	ENSG00000112164	biological process	peptide secretion	GO:0002790	0.0025
MTNR1B	melatonin receptor 1B	4544	ENSG00000134640	biological process	peptide secretion	GO:0002790	0.0025
HMGA2	high mobility group AT-hook 2	8091	ENSG00000149948	biological process	peptide secretion	GO:0002790	0.0025
HNF4A	hepatocyte nuclear factor 4, alpha	3172	ENSG00000101076	biological process	hormone secretion	GO:0046879	0.0025
HNF4A	hepatocyte nuclear factor 4, alpha	3172	ENSG00000101076	biological process	peptide secretion	GO:0002790	0.0025
RNF10	ring finger protein 10	9921	ENSG00000022840	biological process	positive regulation of gene expression	GO:0010628	0.0025
SOX4	SRY (sex determining region Y)-box 4	6659	ENSG00000124766	biological process	positive regulation of gene expression	GO:0010628	0.0025
VEGFA	vascular endothelial growth factor A	7422	ENSG00000112715	biological process	positive regulation of gene expression	GO:0010628	0.0025
CREB5	cAMP responsive element binding protein 5	9586	ENSG00000146592	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
CELA1	chymotrypsin-like elastase family, member 1	1990	ENSG00000139610	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
MECP2	methyl CpG binding protein 2 (Rett syndrome)	4204	ENSG00000169057	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
TP53INP1	tumor protein p53 inducible nuclear protein 1	94241	ENSG00000164938	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
EIF5AL1	eukaryotic translation initiation factor 5A-like 1	143244	ENSG00000253626	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
CDKN1C	cyclin-dependent kinase inhibitor 1C (p57, Kip2)	1028	ENSG00000129757	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
GLIS3	GLIS family zinc finger 3	169792	ENSG00000107249	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
ATF1	activating transcription factor 1	466	ENSG00000123268	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
CDKN2B	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	1030	ENSG00000147883	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
ATMIN	ATM interactor	23300	ENSG00000166454	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
HNF4A	hepatocyte nuclear factor 4, alpha	3172	ENSG00000101076	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
POT1	protection of telomeres 1 homolog (S. pombe)	25913	ENSG00000128513	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
MESP2	mesoderm posterior 2 homolog (mouse)	145873	ENSG00000188095	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
RFX3	regulatory factor X, 3 (influences HLA class II expression)	5991	ENSG00000080298	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
RNF6	ring finger protein (C3H2C3 type) 6	6049	ENSG00000127870	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
HHEX	hematopoietically expressed homeobox	3087	ENSG00000152804	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
HMGA2	high mobility group AT-hook 2	8091	ENSG00000149948	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
IRAK1	interleukin-1 receptor-associated kinase 1	3654	ENSG00000184216	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	4609	ENSG00000136997	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2	2068	ENSG00000104884	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
KAT6A	K(lysine) acetyltransferase 6A	7994	ENSG00000083168	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
HRH1	histamine receptor H1	3269	ENSG00000196639	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
CDKN2A	cyclin-dependent kinase inhibitor 2A	1029	ENSG00000147889	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma	1054	ENSG00000153879	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
PLA2G1B	phospholipase A2, group IB (pancreas)	5319	ENSG00000170890	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
WWOX	WW domain containing oxidoreductase	51741	ENSG00000186153	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
ATXN7	ataxin 7	6314	ENSG00000163635	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
IRS1	insulin receptor substrate 1	3667	ENSG00000169047	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	6934	ENSG00000148737	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
ABCF1	ATP-binding cassette, sub-family F (GCN20), member 1	23	ENSG00000204574	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
RNF10	ring finger protein 10	9921	ENSG00000022840	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
BCLAF1	BCL2-associated transcription factor 1	9774	ENSG00000029363	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
CDK8	cyclin-dependent kinase 8	1024	ENSG00000132964	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
CAMKK2	calcium/calmodulin-dependent protein kinase kinase 2, beta	10645	ENSG00000110931	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
P2RX4	purinergic receptor P2X, ligand-gated ion channel, 4	5025	ENSG00000135124	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
CAND2	cullin-associated and neddylation-dissociated 2 (putative)	23066	ENSG00000144712	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
MESP1	mesoderm posterior 1 homolog (mouse)	55897	ENSG00000166823	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
HNF1A	HNF1 homeobox A	6927	ENSG00000135100	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	53335	ENSG00000119866	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
VEGFA	vascular endothelial growth factor A	7422	ENSG00000112715	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
SOX4	SRY (sex determining region Y)-box 4	6659	ENSG00000124766	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
PTHLH	parathyroid hormone-like hormone	5744	ENSG00000087494	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
AVPR2	arginine vasopressin receptor 2	554	ENSG00000126895	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
KAT6A	K(lysine) acetyltransferase 6A	7994	ENSG00000083168	biological process	positive regulation of gene expression	GO:0010628	0.0025
ATMIN	ATM interactor	23300	ENSG00000166454	biological process	positive regulation of gene expression	GO:0010628	0.0025
CDKN2A	cyclin-dependent kinase inhibitor 2A	1029	ENSG00000147889	biological process	positive regulation of gene expression	GO:0010628	0.0025
HNF4A	hepatocyte nuclear factor 4, alpha	3172	ENSG00000101076	biological process	positive regulation of gene expression	GO:0010628	0.0025
TLE1	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	7088	ENSG00000196781	biological process	positive regulation of gene expression	GO:0010628	0.0025
MESP2	mesoderm posterior 2 homolog (mouse)	145873	ENSG00000188095	biological process	positive regulation of gene expression	GO:0010628	0.0025
PLA2G1B	phospholipase A2, group IB (pancreas)	5319	ENSG00000170890	biological process	positive regulation of gene expression	GO:0010628	0.0025
WWOX	WW domain containing oxidoreductase	51741	ENSG00000186153	biological process	positive regulation of gene expression	GO:0010628	0.0025
RFX3	regulatory factor X, 3 (influences HLA class II expression)	5991	ENSG00000080298	biological process	positive regulation of gene expression	GO:0010628	0.0025
RNF6	ring finger protein (C3H2C3 type) 6	6049	ENSG00000127870	biological process	positive regulation of gene expression	GO:0010628	0.0025
HHEX	hematopoietically expressed homeobox	3087	ENSG00000152804	biological process	positive regulation of gene expression	GO:0010628	0.0025
ATXN7	ataxin 7	6314	ENSG00000163635	biological process	positive regulation of gene expression	GO:0010628	0.0025
HNF1A	HNF1 homeobox A	6927	ENSG00000135100	biological process	positive regulation of gene expression	GO:0010628	0.0025
BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	53335	ENSG00000119866	biological process	positive regulation of gene expression	GO:0010628	0.0025
TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	6934	ENSG00000148737	biological process	positive regulation of gene expression	GO:0010628	0.0025
RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	5894	ENSG00000132155	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
ADIPOQ	adiponectin, C1Q and collagen domain containing	9370	ENSG00000181092	biological process	hormone transport	GO:0009914	0.0025
LHX1	LIM homeobox 1	3975	ENSG00000132130	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	1050	ENSG00000245848	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
MC4R	melanocortin 4 receptor	4160	ENSG00000166603	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
DLG4	discs, large homolog 4 (Drosophila)	1742	ENSG00000132535	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
PROX1	prospero homeobox 1	5629	ENSG00000117707	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
E2F3	E2F transcription factor 3	1871	ENSG00000112242	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
HSP90AB1	heat shock protein 90kDa alpha (cytosolic), class B member 1	3326	ENSG00000096384	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
GLP1R	glucagon-like peptide 1 receptor	2740	ENSG00000112164	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
PPARG	peroxisome proliferator-activated receptor gamma	5468	ENSG00000132170	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
AATF	apoptosis antagonizing transcription factor	26574	ENSG00000108270	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	4094	ENSG00000178573	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
ETV1	ets variant 1	2115	ENSG00000006468	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
FBXW7	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase	55294	ENSG00000109670	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	3551	ENSG00000104365	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
GTF2H4	general transcription factor IIH, polypeptide 4, 52kDa	2968	ENSG00000213780	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
CCNA2	cyclin A2	890	ENSG00000145386	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
GIPR	gastric inhibitory polypeptide receptor	2696	ENSG00000010310	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
HNF1B	HNF1 homeobox B	6928	ENSG00000108753	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
RORA	RAR-related orphan receptor A	6095	ENSG00000069667	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
CSRNP2	cysteine-serine-rich nuclear protein 2	81566	ENSG00000110925	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
FST	follistatin	10468	ENSG00000134363	biological process	hormone transport	GO:0009914	0.0025
POU5F1	POU class 5 homeobox 1	5460	ENSG00000204531	biological process	positive regulation of cellular biosynthetic process	GO:0031328	0.0025
SLC30A8	solute carrier family 30 (zinc transporter), member 8	169026	ENSG00000164756	biological process	hormone transport	GO:0009914	0.0025
HNF1A	HNF1 homeobox A	6927	ENSG00000135100	biological process	regulation of hormone levels	GO:0010817	0.0025
IRS1	insulin receptor substrate 1	3667	ENSG00000169047	biological process	regulation of hormone levels	GO:0010817	0.0025
ABCC8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	6833	ENSG00000006071	biological process	regulation of hormone levels	GO:0010817	0.0025
PDE8B	phosphodiesterase 8B	8622	ENSG00000113231	biological process	regulation of hormone levels	GO:0010817	0.0025
TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	6934	ENSG00000148737	biological process	regulation of hormone levels	GO:0010817	0.0025
CYP26A1	cytochrome P450, family 26, subfamily A, polypeptide 1	1592	ENSG00000095596	biological process	regulation of hormone levels	GO:0010817	0.0025
HNF1B	HNF1 homeobox B	6928	ENSG00000108753	biological process	regulation of hormone levels	GO:0010817	0.0025
RFX3	regulatory factor X, 3 (influences HLA class II expression)	5991	ENSG00000080298	biological process	regulation of hormone levels	GO:0010817	0.0025
HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2	3284	ENSG00000203859	biological process	regulation of hormone levels	GO:0010817	0.0025
MC4R	melanocortin 4 receptor	4160	ENSG00000166603	biological process	regulation of hormone levels	GO:0010817	0.0025
TPO	thyroid peroxidase	7173	ENSG00000115705	biological process	regulation of hormone levels	GO:0010817	0.0025
KCNQ1	potassium voltage-gated channel, KQT-like subfamily, member 1	3784	ENSG00000053918	biological process	regulation of hormone levels	GO:0010817	0.0025
PLEKHA1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	59338	ENSG00000107679	biological process	regulation of hormone levels	GO:0010817	0.0025
SIRT4	sirtuin 4	23409	ENSG00000089163	biological process	regulation of hormone levels	GO:0010817	0.0025
GLP1R	glucagon-like peptide 1 receptor	2740	ENSG00000112164	biological process	regulation of hormone levels	GO:0010817	0.0025
MTNR1B	melatonin receptor 1B	4544	ENSG00000134640	biological process	regulation of hormone levels	GO:0010817	0.0025
SOX4	SRY (sex determining region Y)-box 4	6659	ENSG00000124766	biological process	regulation of hormone levels	GO:0010817	0.0025
CYP26C1	cytochrome P450, family 26, subfamily C, polypeptide 1	340665	ENSG00000187553	biological process	regulation of hormone levels	GO:0010817	0.0025
BCMO1	beta-carotene 15,15'-monooxygenase 1	53630	ENSG00000135697	biological process	regulation of hormone levels	GO:0010817	0.0025
CHST8	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8	64377	ENSG00000124302	biological process	regulation of hormone levels	GO:0010817	0.0025
GIPR	gastric inhibitory polypeptide receptor	2696	ENSG00000010310	biological process	positive regulation of biosynthetic process	GO:0009891	0.0025
HNF1B	HNF1 homeobox B	6928	ENSG00000108753	biological process	positive regulation of biosynthetic process	GO:0009891	0.0025
RORA	RAR-related orphan receptor A	6095	ENSG00000069667	biological process	positive regulation of biosynthetic process	GO:0009891	0.0025
POU5F1	POU class 5 homeobox 1	5460	ENSG00000204531	biological process	positive regulation of biosynthetic process	GO:0009891	0.0025
CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	1050	ENSG00000245848	biological process	positive regulation of biosynthetic process	GO:0009891	0.0025
CSRNP2	cysteine-serine-rich nuclear protein 2	81566	ENSG00000110925	biological process	positive regulation of biosynthetic process	GO:0009891	0.0025
LHX1	LIM homeobox 1	3975	ENSG00000132130	biological process	positive regulation of biosynthetic process	GO:0009891	0.0025
RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	5894	ENSG00000132155	biological process	positive regulation of biosynthetic process	GO:0009891	0.0025
PTHLH	parathyroid hormone-like hormone	5744	ENSG00000087494	biological process	positive regulation of biosynthetic process	GO:0009891	0.0025
AVPR2	arginine vasopressin receptor 2	554	ENSG00000126895	biological process	positive regulation of biosynthetic process	GO:0009891	0.0025
HNF4A	hepatocyte nuclear factor 4, alpha	3172	ENSG00000101076	biological process	regulation of hormone levels	GO:0010817	0.0025
ADIPOQ	adiponectin, C1Q and collagen domain containing	9370	ENSG00000181092	biological process	regulation of hormone levels	GO:0010817	0.0025
HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	3283	ENSG00000203857	biological process	regulation of hormone levels	GO:0010817	0.0025
FST	follistatin	10468	ENSG00000134363	biological process	regulation of hormone levels	GO:0010817	0.0025
KCNJ11	potassium inwardly-rectifying channel, subfamily J, member 11	3767	ENSG00000187486	biological process	regulation of hormone levels	GO:0010817	0.0025
SLC30A8	solute carrier family 30 (zinc transporter), member 8	169026	ENSG00000164756	biological process	regulation of hormone levels	GO:0010817	0.0025
CPLX1	complexin 1	10815	ENSG00000168993	biological process	regulation of hormone levels	GO:0010817	0.0025
HMGA2	high mobility group AT-hook 2	8091	ENSG00000149948	biological process	regulation of hormone levels	GO:0010817	0.0025
CCNA2	cyclin A2	890	ENSG00000145386	biological process	positive regulation of biosynthetic process	GO:0009891	0.0025
POT1	protection of telomeres 1 homolog (S. pombe)	25913	ENSG00000128513	biological process	regulation of homeostatic process	GO:0032844	0.0025
SLC30A8	solute carrier family 30 (zinc transporter), member 8	169026	ENSG00000164756	biological process	regulation of homeostatic process	GO:0032844	0.0025
SLC30A8	solute carrier family 30 (zinc transporter), member 8	169026	ENSG00000164756	biological process	peptide hormone secretion	GO:0030072	0.0025
CPLX1	complexin 1	10815	ENSG00000168993	biological process	peptide hormone secretion	GO:0030072	0.0025
RFX3	regulatory factor X, 3 (influences HLA class II expression)	5991	ENSG00000080298	biological process	peptide hormone secretion	GO:0030072	0.0025
HNF1A	HNF1 homeobox A	6927	ENSG00000135100	biological process	peptide hormone secretion	GO:0030072	0.0025
ABCC8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	6833	ENSG00000006071	biological process	peptide hormone secretion	GO:0030072	0.0025
IRS1	insulin receptor substrate 1	3667	ENSG00000169047	biological process	peptide hormone secretion	GO:0030072	0.0025
PDE8B	phosphodiesterase 8B	8622	ENSG00000113231	biological process	peptide hormone secretion	GO:0030072	0.0025
KCNJ11	potassium inwardly-rectifying channel, subfamily J, member 11	3767	ENSG00000187486	biological process	peptide hormone secretion	GO:0030072	0.0025
TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	6934	ENSG00000148737	biological process	peptide hormone secretion	GO:0030072	0.0025
SOX4	SRY (sex determining region Y)-box 4	6659	ENSG00000124766	biological process	peptide hormone secretion	GO:0030072	0.0025
MC4R	melanocortin 4 receptor	4160	ENSG00000166603	biological process	peptide hormone secretion	GO:0030072	0.0025
KCNQ1	potassium voltage-gated channel, KQT-like subfamily, member 1	3784	ENSG00000053918	biological process	peptide hormone secretion	GO:0030072	0.0025
